"X1","X2"
0.538859691782681,0.0122202315321065
0.340193905593101,0.0153505333473429
0.287783873388609,0.0148198741863822
-0.0230062427262802,0.0731148169432884
0.332759955409502,0.0410037750318137
0.677117017343629,0.0108174029160504
0.329714323906436,0.0261971248020657
0.347217812701933,0.0701602140780333
0.180923934207461,-0.000233049848245002
0.443193632786277,0.0138060221926278
0.246914134870445,0.0454913275093561
0.273427048998637,0.0413964386992279
0.248868245914528,0.024831627807047
0.315809221866499,0.0684861441315085
0.237179140994569,0.0489584839807214
