"X1","X2"
-0.070260758769299,0.0288898322725681
-0.0677536785656878,0.0822440558106068
0.219840925269169,0.0826565986425214
0.24035540525852,0.0845999032394656
0.251751241436864,0.0913902397554136
0.10598995176057,0.0171179285198055
0.592241675208509,-0.00592587886074161
0.237945757825209,0.109312116878443
0.326216545110179,0.0467334951121796
0.370069782194398,0.0682569849629532
0.282029868895636,0.0840965196795649
0.0635205450825387,0.0559887963373089
0.291989385336887,0.0564063883768251
0.274447126377603,0.0873505457838061
0.478135672089563,0.0295035117480579
