"X1","X2"
0.314780229895394,0.0242389446844542
-0.0584630306777301,0.0761357013369376
0.222520504700834,0.081667212203784
0.23846040754443,0.0844277381200145
0.249778929514995,0.0917505741838107
0.0063182256092383,0.0211910924843302
0.686431026647201,-0.00438346319231349
0.236466643799065,0.108488566478849
0.326683537047791,0.0454912780953994
0.36500511725238,0.0668841866470619
0.285356217691726,0.0822851265015316
0.525460798023091,0.0211500107154507
0.288022772183363,0.0562818833378267
0.274465283470982,0.0871062948766593
0.479257976397878,0.0288425381493638
