"X1","X2"
0.000308151555185932,0.0521681729696996
0.33105229517803,0.0979373093783902
0.33543170600154,0.0731401346370564
0.249345597283954,0.0938725745484156
0.326843217482196,0.10042498202637
0.259268881690866,0.0258770975100099
0.231335521760421,0.0262889079072886
0.266696129152239,0.103221632200651
0.392423513562284,0.053883392698376
0.48024333875062,0.0676945248439298
0.0334738445324832,0.0808839168254869
-0.292202180902352,0.083146890436105
0.281378485476931,0.158737821137998
0.343058055443644,0.0806652939479791
0.252374202975664,0.0581239882924977
